mtype,site,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08
precip,405711,100.0,86.96,26.09,50.0,25.0,65.22
precip,405910,51.61,80.65,19.35,70.97,19.35,64.52
precip,407810,0.0,54.84,19.35,35.48,19.35,58.06
precip,408401,100.0,70.69,46.55,48.28,34.48,28.57
precip,409310,100.0,81.82,56.52,26.09,69.57,36.36
precip,410010,87.5,93.75,34.38,46.88,12.12,25.0
precip,414110,69.35,96.77,26.67,58.06,16.13,54.84
precip,417110,82.35,100.0,20.59,50.0,33.33,70.59
precip,418010,83.87,96.67,25.81,41.94,30.65,67.74
precip,419211,80.65,96.77,41.94,45.16,29.03,26.67
